"Nome della campagna","Nome del gruppo di inserzioni","Nome dell'inserzione",Piattaforma,Posizionamento,Obiettivo,Giorno,"Stato di pubblicazione","Livello di pubblicazione","Nome del gruppo di inserzioni","Impostazione di attribuzione","Tipo di risultato",Risultati,Copertura,Impression,"Costo per risultato","Valutazione della qualità","Valutazione del tasso di coinvolgimento","Classificazione tasso di conversione","Importo speso (EUR)","Clic sul link","CTR (tutti i clic)","CPC (tutti i clic)","CPM (costo per 1000 impression)","CTR (tasso di clic sul link)","CPC (costo per clic sul link)","Tasso di visualizzazioni della pagina di destinazione per clic sul link","Inizio dei report","Fine dei report"
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,"Instagram Stories",OUTCOME_LEADS,2026-01-06,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,186,253,,-,-,-,0.59,1,0.79051383,0.295,2.33201581,0.39525692,0.59,,2026-01-06,2026-01-06
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-06,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione","Contatti acquisiti sul sito web",1,5605,6352,12.07193469,-,-,-,12.07193469,35,2.09382872,0.09076643,1.9004935,0.55100756,0.34491242,,2026-01-06,2026-01-06
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-06,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,393,422,,-,-,-,1.11109847,7,1.65876777,0.15872835,2.63293475,1.65876777,0.15872835,,2026-01-06,2026-01-06
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-06,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,599,688,,-,-,-,1.81179119,10,2.47093023,0.10657595,2.63341743,1.45348837,0.18117912,,2026-01-06,2026-01-06
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-06,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,281,325,,-,-,-,0.7607521,2,0.92307692,0.25358403,2.3407757,0.61538462,0.38037605,,2026-01-06,2026-01-06
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,"Instagram Stories",OUTCOME_LEADS,2026-01-06,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione","Contatti acquisiti sul sito web",2,1345,1654,1.21119743,-,-,-,2.42239485,9,0.84643289,0.1730282,1.46456763,0.54413543,0.26915498,,2026-01-06,2026-01-06
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-06,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,685,754,,-,-,-,2.0520287,2,0.79575597,0.34200478,2.72152347,0.26525199,1.02601435,,2026-01-06,2026-01-06
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-06,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,35,45,,-,-,-,0.14,,,,3.11111111,,,,2026-01-06,2026-01-06
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-06,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,17,18,,-,-,-,0.11,,,,6.11111111,,,,2026-01-06,2026-01-06
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-06,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,39,43,,-,-,-,0.12,,,,2.79069767,,,,2026-01-06,2026-01-06
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-06,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,2860,3587,,-,-,-,9.1,19,2.14664065,0.11818182,2.53693895,0.52969055,0.47894737,,2026-01-06,2026-01-06
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-06,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1299,1618,,-,-,-,4.12,9,0.98887515,0.2575,2.54635352,0.55624227,0.45777778,,2026-01-06,2026-01-06
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG02] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-05,inactive,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1,1,,-,-,-,0,,,,0,,,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,"Instagram Stories",OUTCOME_LEADS,2026-01-05,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,2769,3344,,-,-,-,4.13,15,0.53827751,0.22944444,1.23504785,0.44856459,0.27533333,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-05,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,4271,4896,,-,-,-,9.08,30,2.34885621,0.07895652,1.85457516,0.6127451,0.30266667,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-05,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,431,489,,-,-,-,0.76,5,1.22699387,0.12666667,1.55419223,1.02249489,0.152,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-05,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,778,836,,-,-,-,1.84,4,0.83732057,0.26285714,2.20095694,0.4784689,0.46,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-05,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,461,514,,-,-,-,1.19,3,0.58365759,0.39666667,2.3151751,0.58365759,0.39666667,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-05,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,258,292,,-,-,-,0.65,3,2.05479452,0.10833333,2.2260274,1.02739726,0.21666667,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG02] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-05,inactive,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1,1,,-,-,-,0,,,,0,,,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG02] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-05,inactive,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1,1,,-,-,-,0,,,,0,,,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG02] - GENNAIO",instagram,"Instagram Stories",OUTCOME_LEADS,2026-01-05,inactive,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,2,2,,-,-,-,0,,,,0,,,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG02] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-05,inactive,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,15,15,,-,-,-,0.05,,6.66666667,0.05,3.33333333,,,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-05,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,49,51,,-,-,-,0.14,1,1.96078431,0.14,2.74509804,1.96078431,0.14,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-05,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,125,142,,-,-,-,0.27,1,0.70422535,0.27,1.90140845,0.70422535,0.27,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-05,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,48,49,,-,-,-,0.05,1,2.04081633,0.05,1.02040816,2.04081633,0.05,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,"Instagram Stories",OUTCOME_LEADS,2026-01-05,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,951,1183,,-,-,-,1.59,3,0.59171598,0.22714286,1.34404057,0.25359256,0.53,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-05,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,2887,3779,,-,-,-,9.09,23,1.72003175,0.13984615,2.40539825,0.60862662,0.39521739,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG04] - GENNAIO",instagram,"Instagram Stories",OUTCOME_LEADS,2026-01-05,inactive,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,7,7,,-,-,-,0.02,,,,2.85714286,,,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG04] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-05,inactive,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,2,2,,-,-,-,0.01,,,,5,,,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG04] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-05,inactive,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,2,2,,-,-,-,0.01,,,,5,,,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG04] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-05,inactive,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,8,9,,-,-,-,0.02,,,,2.22222222,,,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG04] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-05,inactive,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,2,2,,-,-,-,0,1,50,0,0,50,0,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG04] - GENNAIO",facebook,Feed,OUTCOME_LEADS,2026-01-05,inactive,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,38,38,,-,-,-,0.07,1,7.89473684,0.02333333,1.84210526,2.63157895,0.07,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG01] - GENNAIO",instagram,Feed,OUTCOME_LEADS,2026-01-05,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1148,1430,,-,-,-,3.9,6,1.11888112,0.24375,2.72727273,0.41958042,0.65,,2026-01-05,2026-01-05
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG02] - GENNAIO",facebook,"Facebook Reels",OUTCOME_LEADS,2026-01-04,inactive,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,25,26,,-,-,-,0.12,,,,4.61538462,,,,2026-01-04,2026-01-04
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG03] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-04,not_delivering,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,385,416,,-,-,-,1,3,0.72115385,0.33333333,2.40384615,0.72115385,0.33333333,,2026-01-04,2026-01-04
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG02] - GENNAIO",facebook,"Facebook Stories",OUTCOME_LEADS,2026-01-04,inactive,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,23,24,,-,-,-,0.05,,,,2.08333333,,,,2026-01-04,2026-01-04
"[PROSPECTING] - [LEAD] - [EUROITALIA] - [2025-10-06]","[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","[AD] - [LEAD] - [EUROITALIA] - [2025-10-06] - [IMG02] - GENNAIO",instagram,"Instagram Reels",OUTCOME_LEADS,2026-01-04,inactive,ad,"[ADSET] - [LEAD] - [EUROITALIA] - [2025-10-06] - [AVATAR-PROFESSIONISTA] 2.0 - Copia","7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,23,27,,-,-,-,0.02,,,,0.74074074,,,,2026-01-04,2026-01-04
